packet_id,piece_catalog_raw,leaf_order_raw,leaf_count,difficulty,start_left_raw,end_right_raw,boundary_indices
veneer_packet_00361,rawleaf_0361_7_5Q7YL~left:LX20elm~right:END_GILDER~wood:satinwood~figure:ripple~wax:black~caliper:24~pin:2 || rawleaf_0361_1_X48ZF~left:LX52elm~right:RQ56ivory~wood:walnut~figure:birdseye~wax:green~caliper:25~pin:9 || shopnote~left:IGNORE_69~right:IGNORE_25~wood:scrap~figure:practice~wax:none~caliper:0~pin:0 || rawleaf_0361_0_7P4TQ~left:START_CLOVE~right:RQ52madder~wood:rosewood~figure:ray~wax:white~caliper:25~pin:0 || rawleaf_0361_2_NHFY9~left:LX56amber~right:RQ07pewter~wood:satinwood~figure:ripple~wax:white~caliper:24~pin:7 || rawleaf_0361_3_7T5XD~left:LX07hazel~right:RQ27lichen~wood:satinwood~figure:fiddleback~wax:white~caliper:22~pin:9 || rawleaf_0361_5_B82BW~left:LX77flax~right:RQ87pewter~wood:elm burl~figure:stripe~wax:red~caliper:22~pin:3 || rawleaf_0361_4_8XGMM~left:LX27drift~right:RQ77nacre~wood:walnut~figure:curl~wax:red~caliper:25~pin:5 || rawleaf_0361_6_7LEG4~left:LX87hazel~right:RQ20madder~wood:elm burl~figure:fiddleback~wax:black~caliper:21~pin:7,rawleaf_0361_0_7P4TQ|rawleaf_0361_1_X48ZF|rawleaf_0361_2_NHFY9|rawleaf_0361_3_7T5XD|rawleaf_0361_4_8XGMM|rawleaf_0361_5_B82BW|rawleaf_0361_6_7LEG4|rawleaf_0361_7_5Q7YL,8,smudged,START_CLOVE,END_GILDER,52|56|7|27|77|87|20
veneer_packet_00362,rawleaf_0362_3_BYVJQ~left:LX53flax~right:RQ81juniper~wood:walnut~figure:ray~wax:black~caliper:26~pin:2 || rawleaf_0362_7_9LTEU~left:LX54gesso~right:END_EBONY~wood:elm burl~figure:ray~wax:red~caliper:22~pin:0 || rawleaf_0362_2_Q4B7T~left:LX02cedar~right:RQ53nacre~wood:maple~figure:birdseye~wax:red~caliper:24~pin:7 || rawleaf_0362_4_34SDP~left:LX81bistre~right:RQ50kermes~wood:pearwood~figure:curl~wax:white~caliper:22~pin:1 || rawleaf_0362_5_D4VYJ~left:LX50cedar~right:RQ76madder~wood:maple~figure:curl~wax:black~caliper:22~pin:6 || rawleaf_0362_0_GDXKD~left:START_CLOVE~right:RQ19lichen~wood:maple~figure:ripple~wax:white~caliper:23~pin:0 || rawleaf_0362_6_UJGKX~left:LX76elm~right:RQ54ochre~wood:maple~figure:birdseye~wax:red~caliper:22~pin:4 || rawleaf_0362_1_XH7FQ~left:LX19drift~right:RQ02kermes~wood:pearwood~figure:ray~wax:blue~caliper:20~pin:1,rawleaf_0362_0_GDXKD|rawleaf_0362_1_XH7FQ|rawleaf_0362_2_Q4B7T|rawleaf_0362_3_BYVJQ|rawleaf_0362_4_34SDP|rawleaf_0362_5_D4VYJ|rawleaf_0362_6_UJGKX|rawleaf_0362_7_9LTEU,8,plain,START_CLOVE,END_EBONY,19|2|53|81|50|76|54
veneer_packet_00363,rawleaf_0363_4_TUQMW~left:LX85flax~right:RQ54ochre~wood:walnut~figure:ripple~wax:blue~caliper:23~pin:8 || rawleaf_0363_6_XSSZM~left:LX70gesso~right:RQ52madder~wood:maple~figure:ripple~wax:yellow~caliper:26~pin:1 || shopnote~left:IGNORE_41~right:IGNORE_36~wood:scrap~figure:practice~wax:none~caliper:0~pin:0 || rawleaf_0363_1_E8GJL~left:LX84elm~right:RQ50kermes~wood:elm burl~figure:curl~wax:white~caliper:17~pin:8 || rawleaf_0363_2_J2W2Y~left:LX50cedar~right:RQ17juniper~wood:maple~figure:ray~wax:yellow~caliper:23~pin:6 || rawleaf_0363_3_4MH9T~left:LX17bistre~right:RQ85nacre~wood:maple~figure:mottle~wax:black~caliper:23~pin:2 || rawleaf_0363_7_FD6LY~left:LX52elm~right:END_GILDER~wood:maple~figure:ray~wax:white~caliper:26~pin:2 || rawleaf_0363_0_WLF7W~left:START_ASTER~right:RQ84madder~wood:maple~figure:birdseye~wax:blue~caliper:17~pin:1 || rawleaf_0363_5_K7G64~left:LX54gesso~right:RQ70ochre~wood:walnut~figure:mottle~wax:yellow~caliper:27~pin:5 || guardstrip~left:GUARD_86~right:GUARD_04~wood:paper~figure:separator~wax:none~caliper:0~pin:0,rawleaf_0363_0_WLF7W|rawleaf_0363_1_E8GJL|rawleaf_0363_2_J2W2Y|rawleaf_0363_3_4MH9T|rawleaf_0363_4_TUQMW|rawleaf_0363_5_K7G64|rawleaf_0363_6_XSSZM|rawleaf_0363_7_FD6LY,8,busy,START_ASTER,END_GILDER,84|50|17|85|54|70|52
veneer_packet_00364,rawleaf_0364_1_K6V9F~left:LX78gesso~right:RQ50kermes~wood:satinwood~figure:flame~wax:green~caliper:19~pin:5 || rawleaf_0364_7_XNQMM~left:LX75drift~right:END_GILDER~wood:walnut~figure:birdseye~wax:red~caliper:19~pin:4 || rawleaf_0364_0_Y9KM6~left:START_BEECH~right:RQ78ochre~wood:maple~figure:flame~wax:yellow~caliper:25~pin:8 || rawleaf_0364_2_WWK39~left:LX50cedar~right:RQ12madder~wood:maple~figure:birdseye~wax:blue~caliper:17~pin:3 || rawleaf_0364_5_53X5W~left:LX34cedar~right:RQ69nacre~wood:rosewood~figure:ripple~wax:white~caliper:17~pin:9 || rawleaf_0364_3_8KZYZ~left:LX12elm~right:RQ86ochre~wood:elm burl~figure:birdseye~wax:yellow~caliper:17~pin:6 || rawleaf_0364_4_SY6Z3~left:LX86gesso~right:RQ34kermes~wood:pearwood~figure:curl~wax:white~caliper:27~pin:9 || rawleaf_0364_6_7SW56~left:LX69flax~right:RQ75lichen~wood:walnut~figure:mottle~wax:green~caliper:23~pin:9,rawleaf_0364_0_Y9KM6|rawleaf_0364_1_K6V9F|rawleaf_0364_2_WWK39|rawleaf_0364_3_8KZYZ|rawleaf_0364_4_SY6Z3|rawleaf_0364_5_53X5W|rawleaf_0364_6_7SW56|rawleaf_0364_7_XNQMM,8,plain,START_BEECH,END_GILDER,78|50|12|86|34|69|75
veneer_packet_00365,rawleaf_0365_4_6TDJQ~left:LX05flax~right:RQ53nacre~wood:elm burl~figure:ripple~wax:red~caliper:19~pin:9 || rawleaf_0365_3_59L77~left:LX77flax~right:RQ05nacre~wood:elm burl~figure:stripe~wax:white~caliper:26~pin:5 || rawleaf_0365_0_LN7T2~left:START_DAMAR~right:RQ21nacre~wood:maple~figure:birdseye~wax:yellow~caliper:22~pin:7 || rawleaf_0365_7_7EQEW~left:LX26cedar~right:END_HOLLY~wood:elm burl~figure:birdseye~wax:red~caliper:28~pin:2 || guardstrip~left:GUARD_89~right:GUARD_47~wood:paper~figure:separator~wax:none~caliper:0~pin:0 || shopnote~left:IGNORE_95~right:IGNORE_38~wood:scrap~figure:practice~wax:none~caliper:0~pin:0 || rawleaf_0365_1_ZG8X5~left:LX21flax~right:RQ85nacre~wood:elm burl~figure:fiddleback~wax:red~caliper:28~pin:1 || rawleaf_0365_5_FY9H7~left:LX53flax~right:RQ59lichen~wood:pearwood~figure:ray~wax:yellow~caliper:25~pin:6 || rawleaf_0365_2_P3UGE~left:LX85flax~right:RQ77nacre~wood:maple~figure:ripple~wax:green~caliper:28~pin:8 || rawleaf_0365_6_22NF2~left:LX59drift~right:RQ26kermes~wood:maple~figure:fiddleback~wax:red~caliper:25~pin:9,rawleaf_0365_0_LN7T2|rawleaf_0365_1_ZG8X5|rawleaf_0365_2_P3UGE|rawleaf_0365_3_59L77|rawleaf_0365_4_6TDJQ|rawleaf_0365_5_FY9H7|rawleaf_0365_6_22NF2|rawleaf_0365_7_7EQEW,8,busy,START_DAMAR,END_HOLLY,21|85|77|5|53|59|26
veneer_packet_00366,rawleaf_0366_5_KP7GZ~left:LX05flax~right:RQ50kermes~wood:elm burl~figure:birdseye~wax:white~caliper:19~pin:1 || rawleaf_0366_3_KVSGK~left:LX64amber~right:RQ39pewter~wood:pearwood~figure:flame~wax:black~caliper:27~pin:6 || rawleaf_0366_2_4HVVV~left:LX32amber~right:RQ64ivory~wood:elm burl~figure:flame~wax:green~caliper:20~pin:2 || rawleaf_0366_1_WHT3B~left:LX55hazel~right:RQ32ivory~wood:walnut~figure:mottle~wax:yellow~caliper:25~pin:1 || rawleaf_0366_6_GJKBZ~left:LX50cedar~right:RQ51lichen~wood:satinwood~figure:stripe~wax:blue~caliper:17~pin:0 || rawleaf_0366_7_XL78F~left:LX51drift~right:END_HOLLY~wood:pearwood~figure:birdseye~wax:black~caliper:17~pin:6 || rawleaf_0366_0_ZQJKQ~left:START_CLOVE~right:RQ55pewter~wood:satinwood~figure:ripple~wax:red~caliper:20~pin:6 || rawleaf_0366_4_GB2W3~left:LX39hazel~right:RQ05nacre~wood:elm burl~figure:birdseye~wax:red~caliper:24~pin:9,rawleaf_0366_0_ZQJKQ|rawleaf_0366_1_WHT3B|rawleaf_0366_2_4HVVV|rawleaf_0366_3_KVSGK|rawleaf_0366_4_GB2W3|rawleaf_0366_5_KP7GZ|rawleaf_0366_6_GJKBZ|rawleaf_0366_7_XL78F,8,plain,START_CLOVE,END_HOLLY,55|32|64|39|5|50|51
veneer_packet_00367,rawleaf_0367_3_H99LM~left:LX67drift~right:RQ51lichen~wood:pearwood~figure:mottle~wax:green~caliper:19~pin:3 || rawleaf_0367_1_9TPQT~left:LX19drift~right:RQ62ochre~wood:pearwood~figure:flame~wax:yellow~caliper:18~pin:0 || rawleaf_0367_7_9UKBP~left:LX22gesso~right:END_FERN~wood:rosewood~figure:mottle~wax:white~caliper:26~pin:1 || rawleaf_0367_6_2BBPH~left:LX82cedar~right:RQ22ochre~wood:satinwood~figure:ray~wax:yellow~caliper:26~pin:9 || rawleaf_0367_5_PLE8X~left:LX35drift~right:RQ82kermes~wood:rosewood~figure:stripe~wax:blue~caliper:28~pin:1 || rawleaf_0367_2_2FDFN~left:LX62gesso~right:RQ67lichen~wood:pearwood~figure:birdseye~wax:yellow~caliper:26~pin:6 || rawleaf_0367_0_SLWWM~left:START_ASTER~right:RQ19lichen~wood:satinwood~figure:birdseye~wax:green~caliper:24~pin:7 || rawleaf_0367_4_Z724Y~left:LX51drift~right:RQ35lichen~wood:pearwood~figure:stripe~wax:yellow~caliper:18~pin:1 || shopnote~left:IGNORE_18~right:IGNORE_05~wood:scrap~figure:practice~wax:none~caliper:0~pin:0,rawleaf_0367_0_SLWWM|rawleaf_0367_1_9TPQT|rawleaf_0367_2_2FDFN|rawleaf_0367_3_H99LM|rawleaf_0367_4_Z724Y|rawleaf_0367_5_PLE8X|rawleaf_0367_6_2BBPH|rawleaf_0367_7_9UKBP,8,smudged,START_ASTER,END_FERN,19|62|67|51|35|82|22
veneer_packet_00368,rawleaf_0368_5_JNU9B~left:LX03drift~right:RQ53nacre~wood:elm burl~figure:flame~wax:yellow~caliper:18~pin:3 || rawleaf_0368_6_V4YZ9~left:LX53flax~right:RQ23pewter~wood:maple~figure:birdseye~wax:white~caliper:17~pin:9 || rawleaf_0368_7_JGQ4V~left:LX23hazel~right:END_HOLLY~wood:satinwood~figure:ray~wax:black~caliper:28~pin:7 || rawleaf_0368_3_FV8ZM~left:LX50cedar~right:RQ47pewter~wood:satinwood~figure:birdseye~wax:red~caliper:17~pin:7 || rawleaf_0368_1_M67XT~left:LX51drift~right:RQ09juniper~wood:elm burl~figure:birdseye~wax:red~caliper:25~pin:0 || rawleaf_0368_2_482KB~left:LX09bistre~right:RQ50kermes~wood:rosewood~figure:ray~wax:blue~caliper:23~pin:3 || rawleaf_0368_0_92L24~left:START_ASTER~right:RQ51lichen~wood:satinwood~figure:ray~wax:yellow~caliper:22~pin:9 || rawleaf_0368_4_Y3ZHG~left:LX47hazel~right:RQ03lichen~wood:maple~figure:ray~wax:yellow~caliper:19~pin:6,rawleaf_0368_0_92L24|rawleaf_0368_1_M67XT|rawleaf_0368_2_482KB|rawleaf_0368_3_FV8ZM|rawleaf_0368_4_Y3ZHG|rawleaf_0368_5_JNU9B|rawleaf_0368_6_V4YZ9|rawleaf_0368_7_JGQ4V,8,plain,START_ASTER,END_HOLLY,51|9|50|47|3|53|23
veneer_packet_00369,rawleaf_0369_4_8MF3F~left:LX21flax~right:RQ24ivory~wood:walnut~figure:mottle~wax:black~caliper:19~pin:9 || rawleaf_0369_2_YDQ43~left:LX61flax~right:RQ78ochre~wood:satinwood~figure:fiddleback~wax:red~caliper:18~pin:9 || rawleaf_0369_6_WKW6W~left:LX86gesso~right:RQ28madder~wood:rosewood~figure:birdseye~wax:black~caliper:26~pin:8 || rawleaf_0369_5_NFNW7~left:LX24amber~right:RQ86ochre~wood:walnut~figure:fiddleback~wax:blue~caliper:27~pin:5 || rawleaf_0369_3_7LJ3F~left:LX78gesso~right:RQ21nacre~wood:pearwood~figure:ray~wax:black~caliper:21~pin:7 || rawleaf_0369_7_3WWEV~left:LX28elm~right:END_GILDER~wood:elm burl~figure:mottle~wax:yellow~caliper:23~pin:5 || rawleaf_0369_0_Q5XE9~left:START_ASTER~right:RQ26kermes~wood:rosewood~figure:stripe~wax:black~caliper:28~pin:1 || rawleaf_0369_1_6YTST~left:LX26cedar~right:RQ61nacre~wood:satinwood~figure:ripple~wax:white~caliper:22~pin:3,rawleaf_0369_0_Q5XE9|rawleaf_0369_1_6YTST|rawleaf_0369_2_YDQ43|rawleaf_0369_3_7LJ3F|rawleaf_0369_4_8MF3F|rawleaf_0369_5_NFNW7|rawleaf_0369_6_WKW6W|rawleaf_0369_7_3WWEV,8,plain,START_ASTER,END_GILDER,26|61|78|21|24|86|28
veneer_packet_00370,rawleaf_0370_4_YVTLU~left:LX09bistre~right:RQ81juniper~wood:maple~figure:curl~wax:black~caliper:17~pin:9 || rawleaf_0370_2_WX66N~left:LX13flax~right:RQ04madder~wood:pearwood~figure:curl~wax:red~caliper:18~pin:1 || rawleaf_0370_1_N99NZ~left:LX21flax~right:RQ13nacre~wood:maple~figure:fiddleback~wax:yellow~caliper:25~pin:1 || rawleaf_0370_7_77KF8~left:LX24amber~right:END_GILDER~wood:satinwood~figure:ray~wax:black~caliper:17~pin:2 || rawleaf_0370_5_7JZ8K~left:LX81bistre~right:RQ14ochre~wood:maple~figure:fiddleback~wax:blue~caliper:19~pin:7 || rawleaf_0370_3_6YY5B~left:LX04elm~right:RQ09juniper~wood:rosewood~figure:birdseye~wax:white~caliper:27~pin:2 || rawleaf_0370_0_YHGUJ~left:START_BEECH~right:RQ21nacre~wood:maple~figure:curl~wax:black~caliper:22~pin:4 || rawleaf_0370_6_E7DLZ~left:LX14gesso~right:RQ24ivory~wood:pearwood~figure:flame~wax:green~caliper:17~pin:3,rawleaf_0370_0_YHGUJ|rawleaf_0370_1_N99NZ|rawleaf_0370_2_WX66N|rawleaf_0370_3_6YY5B|rawleaf_0370_4_YVTLU|rawleaf_0370_5_7JZ8K|rawleaf_0370_6_E7DLZ|rawleaf_0370_7_77KF8,8,plain,START_BEECH,END_GILDER,21|13|4|9|81|14|24
veneer_packet_00371,shopnote~left:IGNORE_41~right:IGNORE_56~wood:scrap~figure:practice~wax:none~caliper:0~pin:0 || rawleaf_0371_2_F2BUX~left:LX09bistre~right:RQ77nacre~wood:pearwood~figure:flame~wax:blue~caliper:23~pin:8 || rawleaf_0371_5_TUSGG~left:LX68elm~right:RQ71pewter~wood:satinwood~figure:birdseye~wax:red~caliper:21~pin:2 || rawleaf_0371_7_GFT8Y~left:LX81bistre~right:END_FERN~wood:rosewood~figure:ripple~wax:red~caliper:24~pin:3 || rawleaf_0371_4_QT3HW~left:LX23hazel~right:RQ68madder~wood:satinwood~figure:flame~wax:yellow~caliper:19~pin:2 || rawleaf_0371_6_Q3E33~left:LX71hazel~right:RQ81juniper~wood:pearwood~figure:stripe~wax:white~caliper:27~pin:1 || rawleaf_0371_1_ZZQBV~left:LX87hazel~right:RQ09juniper~wood:maple~figure:stripe~wax:blue~caliper:25~pin:7 || rawleaf_0371_3_PUVZW~left:LX77flax~right:RQ23pewter~wood:walnut~figure:ray~wax:blue~caliper:20~pin:5 || rawleaf_0371_0_PN2DV~left:START_DAMAR~right:RQ87pewter~wood:elm burl~figure:birdseye~wax:blue~caliper:26~pin:7,rawleaf_0371_0_PN2DV|rawleaf_0371_1_ZZQBV|rawleaf_0371_2_F2BUX|rawleaf_0371_3_PUVZW|rawleaf_0371_4_QT3HW|rawleaf_0371_5_TUSGG|rawleaf_0371_6_Q3E33|rawleaf_0371_7_GFT8Y,8,smudged,START_DAMAR,END_FERN,87|9|77|23|68|71|81
veneer_packet_00372,rawleaf_0372_3_5E8LN~left:LX53flax~right:RQ87pewter~wood:maple~figure:ripple~wax:blue~caliper:26~pin:5 || rawleaf_0372_7_D79G6~left:LX72amber~right:END_FERN~wood:satinwood~figure:curl~wax:red~caliper:23~pin:1 || rawleaf_0372_4_M7V35~left:LX87hazel~right:RQ81juniper~wood:pearwood~figure:flame~wax:blue~caliper:24~pin:1 || rawleaf_0372_5_DUE39~left:LX81bistre~right:RQ07pewter~wood:rosewood~figure:flame~wax:white~caliper:24~pin:5 || rawleaf_0372_0_68Q48~left:START_DAMAR~right:RQ25juniper~wood:rosewood~figure:mottle~wax:blue~caliper:17~pin:8 || shopnote~left:IGNORE_38~right:IGNORE_52~wood:scrap~figure:practice~wax:none~caliper:0~pin:0 || rawleaf_0372_6_QGGU5~left:LX07hazel~right:RQ72ivory~wood:elm burl~figure:ray~wax:blue~caliper:19~pin:4 || rawleaf_0372_2_GX4JB~left:LX86gesso~right:RQ53nacre~wood:elm burl~figure:mottle~wax:black~caliper:24~pin:5 || rawleaf_0372_1_TGNJ6~left:LX25bistre~right:RQ86ochre~wood:maple~figure:curl~wax:white~caliper:28~pin:8 || guardstrip~left:GUARD_72~right:GUARD_15~wood:paper~figure:separator~wax:none~caliper:0~pin:0,rawleaf_0372_0_68Q48|rawleaf_0372_1_TGNJ6|rawleaf_0372_2_GX4JB|rawleaf_0372_3_5E8LN|rawleaf_0372_4_M7V35|rawleaf_0372_5_DUE39|rawleaf_0372_6_QGGU5|rawleaf_0372_7_D79G6,8,busy,START_DAMAR,END_FERN,25|86|53|87|81|7|72
veneer_packet_00373,rawleaf_0373_0_VUUVM~left:START_CLOVE~right:RQ22ochre~wood:rosewood~figure:flame~wax:red~caliper:25~pin:4 || rawleaf_0373_3_STQK5~left:LX40amber~right:RQ42kermes~wood:pearwood~figure:fiddleback~wax:blue~caliper:17~pin:9 || rawleaf_0373_6_ZWHKE~left:LX20elm~right:RQ02kermes~wood:pearwood~figure:birdseye~wax:red~caliper:18~pin:5 || rawleaf_0373_7_3MFSH~left:LX02cedar~right:END_EBONY~wood:satinwood~figure:fiddleback~wax:black~caliper:18~pin:5 || rawleaf_0373_1_8WVK7~left:LX22gesso~right:RQ55pewter~wood:walnut~figure:curl~wax:red~caliper:27~pin:6 || rawleaf_0373_4_D3SL8~left:LX42cedar~right:RQ45nacre~wood:satinwood~figure:ripple~wax:blue~caliper:28~pin:3 || rawleaf_0373_2_PKMN2~left:LX55hazel~right:RQ40ivory~wood:satinwood~figure:stripe~wax:red~caliper:22~pin:3 || rawleaf_0373_5_SJKST~left:LX45flax~right:RQ20madder~wood:pearwood~figure:fiddleback~wax:green~caliper:26~pin:9,rawleaf_0373_0_VUUVM|rawleaf_0373_1_8WVK7|rawleaf_0373_2_PKMN2|rawleaf_0373_3_STQK5|rawleaf_0373_4_D3SL8|rawleaf_0373_5_SJKST|rawleaf_0373_6_ZWHKE|rawleaf_0373_7_3MFSH,8,plain,START_CLOVE,END_EBONY,22|55|40|42|45|20|2
veneer_packet_00374,rawleaf_0374_2_QHZ9Q~left:LX57bistre~right:RQ60madder~wood:satinwood~figure:flame~wax:red~caliper:25~pin:9 || rawleaf_0374_1_7TLQU~left:LX17bistre~right:RQ57juniper~wood:maple~figure:birdseye~wax:red~caliper:26~pin:2 || rawleaf_0374_7_KHG5E~left:LX39hazel~right:END_GILDER~wood:elm burl~figure:ripple~wax:white~caliper:18~pin:7 || guardstrip~left:GUARD_07~right:GUARD_38~wood:paper~figure:separator~wax:none~caliper:0~pin:0 || rawleaf_0374_6_2L6LB~left:LX37flax~right:RQ39pewter~wood:satinwood~figure:ray~wax:green~caliper:25~pin:2 || rawleaf_0374_5_HUUP9~left:LX13flax~right:RQ37nacre~wood:satinwood~figure:mottle~wax:red~caliper:19~pin:1 || rawleaf_0374_3_3Z4EE~left:LX60elm~right:RQ19lichen~wood:satinwood~figure:ray~wax:black~caliper:28~pin:2 || rawleaf_0374_4_PNV9X~left:LX19drift~right:RQ13nacre~wood:pearwood~figure:ripple~wax:black~caliper:24~pin:8 || rawleaf_0374_0_PLDDH~left:START_DAMAR~right:RQ17juniper~wood:maple~figure:mottle~wax:red~caliper:26~pin:6 || shopnote~left:IGNORE_44~right:IGNORE_96~wood:scrap~figure:practice~wax:none~caliper:0~pin:0,rawleaf_0374_0_PLDDH|rawleaf_0374_1_7TLQU|rawleaf_0374_2_QHZ9Q|rawleaf_0374_3_3Z4EE|rawleaf_0374_4_PNV9X|rawleaf_0374_5_HUUP9|rawleaf_0374_6_2L6LB|rawleaf_0374_7_KHG5E,8,busy,START_DAMAR,END_GILDER,17|57|60|19|13|37|39
veneer_packet_00375,rawleaf_0375_7_MU696~left:LX81bistre~right:END_HOLLY~wood:satinwood~figure:mottle~wax:yellow~caliper:23~pin:7 || rawleaf_0375_6_MMM82~left:LX75drift~right:RQ81juniper~wood:satinwood~figure:ripple~wax:yellow~caliper:27~pin:1 || rawleaf_0375_0_MFMNE~left:START_DAMAR~right:RQ86ochre~wood:rosewood~figure:ray~wax:yellow~caliper:24~pin:7 || rawleaf_0375_2_MYLWM~left:LX43drift~right:RQ46ochre~wood:maple~figure:flame~wax:yellow~caliper:18~pin:3 || rawleaf_0375_4_LTBKT~left:LX10cedar~right:RQ17juniper~wood:elm burl~figure:ripple~wax:green~caliper:22~pin:7 || rawleaf_0375_3_F5PKK~left:LX46gesso~right:RQ10kermes~wood:satinwood~figure:mottle~wax:blue~caliper:19~pin:6 || rawleaf_0375_5_HL5ZH~left:LX17bistre~right:RQ75lichen~wood:satinwood~figure:ray~wax:white~caliper:17~pin:7 || rawleaf_0375_1_NF22B~left:LX86gesso~right:RQ43lichen~wood:elm burl~figure:ripple~wax:blue~caliper:27~pin:9,rawleaf_0375_0_MFMNE|rawleaf_0375_1_NF22B|rawleaf_0375_2_MYLWM|rawleaf_0375_3_F5PKK|rawleaf_0375_4_LTBKT|rawleaf_0375_5_HL5ZH|rawleaf_0375_6_MMM82|rawleaf_0375_7_MU696,8,plain,START_DAMAR,END_HOLLY,86|43|46|10|17|75|81
veneer_packet_00376,rawleaf_0376_3_XYGZG~left:LX64amber~right:RQ04madder~wood:satinwood~figure:fiddleback~wax:green~caliper:17~pin:8 || shopnote~left:IGNORE_95~right:IGNORE_08~wood:scrap~figure:practice~wax:none~caliper:0~pin:0 || rawleaf_0376_6_MEQKJ~left:LX47hazel~right:RQ29nacre~wood:maple~figure:flame~wax:green~caliper:25~pin:3 || rawleaf_0376_7_L3BNN~left:LX29flax~right:END_HOLLY~wood:walnut~figure:mottle~wax:red~caliper:22~pin:5 || rawleaf_0376_4_LDG79~left:LX04elm~right:RQ45nacre~wood:satinwood~figure:mottle~wax:blue~caliper:18~pin:0 || rawleaf_0376_2_HHZE7~left:LX08amber~right:RQ64ivory~wood:maple~figure:stripe~wax:yellow~caliper:22~pin:7 || rawleaf_0376_1_QD488~left:LX55hazel~right:RQ08ivory~wood:pearwood~figure:stripe~wax:white~caliper:23~pin:7 || rawleaf_0376_5_MDYUM~left:LX45flax~right:RQ47pewter~wood:satinwood~figure:fiddleback~wax:blue~caliper:22~pin:9 || rawleaf_0376_0_TJ2QM~left:START_DAMAR~right:RQ55pewter~wood:walnut~figure:birdseye~wax:yellow~caliper:18~pin:2,rawleaf_0376_0_TJ2QM|rawleaf_0376_1_QD488|rawleaf_0376_2_HHZE7|rawleaf_0376_3_XYGZG|rawleaf_0376_4_LDG79|rawleaf_0376_5_MDYUM|rawleaf_0376_6_MEQKJ|rawleaf_0376_7_L3BNN,8,smudged,START_DAMAR,END_HOLLY,55|8|64|4|45|47|29
veneer_packet_00377,rawleaf_0377_6_7ZKWW~left:LX78gesso~right:RQ76madder~wood:rosewood~figure:flame~wax:red~caliper:21~pin:6 || rawleaf_0377_1_N3PPS~left:LX50cedar~right:RQ73juniper~wood:maple~figure:mottle~wax:red~caliper:21~pin:0 || shopnote~left:IGNORE_92~right:IGNORE_13~wood:scrap~figure:practice~wax:none~caliper:0~pin:0 || rawleaf_0377_2_L3LTE~left:LX73bistre~right:RQ81juniper~wood:satinwood~figure:fiddleback~wax:white~caliper:23~pin:1 || rawleaf_0377_4_83M2X~left:LX35drift~right:RQ72ivory~wood:pearwood~figure:curl~wax:white~caliper:26~pin:8 || rawleaf_0377_3_4Q2U2~left:LX81bistre~right:RQ35lichen~wood:maple~figure:flame~wax:blue~caliper:17~pin:6 || rawleaf_0377_7_9UDPQ~left:LX76elm~right:END_HOLLY~wood:maple~figure:birdseye~wax:green~caliper:23~pin:3 || rawleaf_0377_0_UHL89~left:START_ASTER~right:RQ50kermes~wood:walnut~figure:curl~wax:black~caliper:24~pin:8 || rawleaf_0377_5_9777J~left:LX72amber~right:RQ78ochre~wood:satinwood~figure:ray~wax:white~caliper:22~pin:5,rawleaf_0377_0_UHL89|rawleaf_0377_1_N3PPS|rawleaf_0377_2_L3LTE|rawleaf_0377_3_4Q2U2|rawleaf_0377_4_83M2X|rawleaf_0377_5_9777J|rawleaf_0377_6_7ZKWW|rawleaf_0377_7_9UDPQ,8,smudged,START_ASTER,END_HOLLY,50|73|81|35|72|78|76
veneer_packet_00378,rawleaf_0378_3_54LLK~left:LX73bistre~right:RQ16ivory~wood:pearwood~figure:fiddleback~wax:blue~caliper:27~pin:2 || rawleaf_0378_2_KYBQ5~left:LX23hazel~right:RQ73juniper~wood:elm burl~figure:ripple~wax:red~caliper:17~pin:5 || rawleaf_0378_1_PBEB6~left:LX31hazel~right:RQ23pewter~wood:maple~figure:fiddleback~wax:black~caliper:25~pin:7 || rawleaf_0378_6_N68U9~left:LX76elm~right:RQ49juniper~wood:walnut~figure:ray~wax:green~caliper:25~pin:5 || rawleaf_0378_4_TD4NH~left:LX16amber~right:RQ70ochre~wood:walnut~figure:fiddleback~wax:green~caliper:21~pin:0 || rawleaf_0378_5_8GUL3~left:LX70gesso~right:RQ76madder~wood:satinwood~figure:birdseye~wax:green~caliper:28~pin:1 || shopnote~left:IGNORE_29~right:IGNORE_39~wood:scrap~figure:practice~wax:none~caliper:0~pin:0 || rawleaf_0378_7_EENHW~left:LX49bistre~right:END_HOLLY~wood:pearwood~figure:flame~wax:green~caliper:27~pin:2 || rawleaf_0378_0_J6DWS~left:START_DAMAR~right:RQ31pewter~wood:walnut~figure:curl~wax:white~caliper:24~pin:7,rawleaf_0378_0_J6DWS|rawleaf_0378_1_PBEB6|rawleaf_0378_2_KYBQ5|rawleaf_0378_3_54LLK|rawleaf_0378_4_TD4NH|rawleaf_0378_5_8GUL3|rawleaf_0378_6_N68U9|rawleaf_0378_7_EENHW,8,smudged,START_DAMAR,END_HOLLY,31|23|73|16|70|76|49
